ra,dec,image
214.2835695833333,16.875,rs931438n00.public_contents
219.99999999999997,16.875,rs931439n00.public_contents
225.71268041666664,16.875,rs931440n00.public_contents
231.42536124999995,16.875,rs931441n00.public_contents
237.14179166666665,16.875,rs931442n00.public_contents
242.85445833333333,16.875,rs931443n00.public_contents
248.57088875,16.875,rs931444n00.public_contents
254.28356958333327,16.875,rs931445n00.public_contents
259.99999999999994,16.875,rs931446n00.public_contents
265.7126804166667,16.875,rs931447n00.public_contents
271.4253612499999,16.875,rs931448n00.public_contents
277.1417916666666,16.875,rs931449n00.public_contents
282.85445833333335,16.875,rs931450n00.public_contents
288.57088875,16.875,rs931451n00.public_contents
294.2835695833333,16.875,rs931452n00.public_contents
299.99999999999994,16.875,rs931453n00.public_contents
305.7126804166667,16.875,rs931454n00.public_contents
311.42536125,16.875,rs931455n00.public_contents
317.1417916666666,16.875,rs931456n00.public_contents
322.8544583333333,16.875,rs931457n00.public_contents
328.57088875,16.875,rs931458n00.public_contents
334.2835695833333,16.875,rs931459n00.public_contents
340.0,16.875,rs931460n00.public_contents
345.7126804166667,16.875,rs931461n00.public_contents
351.42536125,16.875,rs931462n00.public_contents
357.1417916666666,16.875,rs931463n00.public_contents
2.8124999999999996,11.25,rs931501n00.public_contents
8.437499999999998,11.25,rs931502n00.public_contents
14.062499999999998,11.25,rs931503n00.public_contents
19.687499999999996,11.25,rs931504n00.public_contents
25.312499999999996,11.25,rs931505n00.public_contents
30.937499999999996,11.25,rs931506n00.public_contents
36.5625,11.25,rs931507n00.public_contents
42.18749999999999,11.25,rs931508n00.public_contents
47.81249999999999,11.25,rs931509n00.public_contents
53.43749999999999,11.25,rs931510n00.public_contents
59.0625,11.25,rs931511n00.public_contents
64.68749999999999,11.25,rs931512n00.public_contents
70.31249999999999,11.25,rs931513n00.public_contents
75.93749999999999,11.25,rs931514n00.public_contents
81.56249999999999,11.25,rs931515n00.public_contents
87.18749999999999,11.25,rs931516n00.public_contents
92.81249999999999,11.25,rs931517n00.public_contents
98.43749999999999,11.25,rs931518n00.public_contents
104.06249999999999,11.25,rs931519n00.public_contents
109.68749999999999,11.25,rs931520n00.public_contents
115.31249999999999,11.25,rs931521n00.public_contents
120.93749999999999,11.25,rs931522n00.public_contents
126.56249999999999,11.25,rs931523n00.public_contents
132.18749999999997,11.25,rs931524n00.public_contents
137.81249999999997,11.25,rs931525n00.public_contents
143.43749999999997,11.25,rs931526n00.public_contents
149.06249999999997,11.25,rs931527n00.public_contents
154.68749999999997,11.25,rs931528n00.public_contents
160.31249999999997,11.25,rs931529n00.public_contents
165.93749999999997,11.25,rs931530n00.public_contents
171.56249999999997,11.25,rs931531n00.public_contents
177.18749999999997,11.25,rs931532n00.public_contents
182.81249999999997,11.25,rs931533n00.public_contents
188.43749999999997,11.25,rs931534n00.public_contents
194.06249999999997,11.25,rs931535n00.public_contents
199.68749999999997,11.25,rs931536n00.public_contents
205.31249999999997,11.25,rs931537n00.public_contents
210.93749999999997,11.25,rs931538n00.public_contents
216.56249999999997,11.25,rs931539n00.public_contents
222.18749999999997,11.25,rs931540n00.public_contents
227.81249999999997,11.25,rs931541n00.public_contents
233.43749999999997,11.25,rs931542n00.public_contents
239.06249999999997,11.25,rs931543n00.public_contents
244.68749999999997,11.25,rs931544n00.public_contents
250.31249999999997,11.25,rs931545n00.public_contents
255.93749999999997,11.25,rs931546n00.public_contents
261.56249999999994,11.25,rs931547n00.public_contents
267.18749999999994,11.25,rs931548n00.public_contents
272.81249999999994,11.25,rs931549n00.public_contents
278.43749999999994,11.25,rs931550n00.public_contents
284.06249999999994,11.25,rs931551n00.public_contents
289.68749999999994,11.25,rs931552n00.public_contents
295.31249999999994,11.25,rs931553n00.public_contents
300.93749999999994,11.25,rs931554n00.public_contents
306.56249999999994,11.25,rs931555n00.public_contents
312.18749999999994,11.25,rs931556n00.public_contents
317.81249999999994,11.25,rs931557n00.public_contents
323.43749999999994,11.25,rs931558n00.public_contents
329.06249999999994,11.25,rs931559n00.public_contents
334.68749999999994,11.25,rs931560n00.public_contents
340.31249999999994,11.25,rs931561n00.public_contents
345.93749999999994,11.25,rs931562n00.public_contents
351.56249999999994,11.25,rs931563n00.public_contents
357.18749999999994,11.25,rs931564n00.public_contents
2.8124999999999996,5.625000000000001,rs931601n00.public_contents
8.437499999999998,5.625000000000001,rs931602n00.public_contents
14.062499999999998,5.625000000000001,rs931603n00.public_contents
19.687499999999996,5.625000000000001,rs931604n00.public_contents
25.312499999999996,5.625000000000001,rs931605n00.public_contents
30.937499999999996,5.625000000000001,rs931606n00.public_contents
36.5625,5.625000000000001,rs931607n00.public_contents
42.18749999999999,5.625000000000001,rs931608n00.public_contents
47.81249999999999,5.625000000000001,rs931609n00.public_contents
53.43749999999999,5.625000000000001,rs931610n00.public_contents
59.0625,5.625000000000001,rs931611n00.public_contents
64.68749999999999,5.625000000000001,rs931612n00.public_contents
70.31249999999999,5.625000000000001,rs931613n00.public_contents
75.93749999999999,5.625000000000001,rs931614n00.public_contents
81.56249999999999,5.625000000000001,rs931615n00.public_contents
87.18749999999999,5.625000000000001,rs931616n00.public_contents
92.81249999999999,5.625000000000001,rs931617n00.public_contents
98.43749999999999,5.625000000000001,rs931618n00.public_contents
104.06249999999999,5.625000000000001,rs931619n00.public_contents
109.68749999999999,5.625000000000001,rs931620n00.public_contents
115.31249999999999,5.625000000000001,rs931621n00.public_contents
120.93749999999999,5.625000000000001,rs931622n00.public_contents
126.56249999999999,5.625000000000001,rs931623n00.public_contents
132.18749999999997,5.625000000000001,rs931624n00.public_contents
137.81249999999997,5.625000000000001,rs931625n00.public_contents
143.43749999999997,5.625000000000001,rs931626n00.public_contents
149.06249999999997,5.625000000000001,rs931627n00.public_contents
154.68749999999997,5.625000000000001,rs931628n00.public_contents
160.31249999999997,5.625000000000001,rs931629n00.public_contents
165.93749999999997,5.625000000000001,rs931630n00.public_contents
171.56249999999997,5.625000000000001,rs931631n00.public_contents
177.18749999999997,5.625000000000001,rs931632n00.public_contents
182.81249999999997,5.625000000000001,rs931633n00.public_contents
188.43749999999997,5.625000000000001,rs931634n00.public_contents
194.06249999999997,5.625000000000001,rs931635n00.public_contents
199.68749999999997,5.625000000000001,rs931636n00.public_contents
205.31249999999997,5.625000000000001,rs931637n00.public_contents
210.93749999999997,5.625000000000001,rs931638n00.public_contents
216.56249999999997,5.625000000000001,rs931639n00.public_contents
222.18749999999997,5.625000000000001,rs931640n00.public_contents
227.81249999999997,5.625000000000001,rs931641n00.public_contents
233.43749999999997,5.625000000000001,rs931642n00.public_contents
239.06249999999997,5.625000000000001,rs931643n00.public_contents
244.68749999999997,5.625000000000001,rs931644n00.public_contents
250.31249999999997,5.625000000000001,rs931645n00.public_contents
255.93749999999997,5.625000000000001,rs931646n00.public_contents
261.56249999999994,5.625000000000001,rs931647n00.public_contents
267.18749999999994,5.625000000000001,rs931648n00.public_contents
272.81249999999994,5.625000000000001,rs931649n00.public_contents
278.43749999999994,5.625000000000001,rs931650n00.public_contents
284.06249999999994,5.625000000000001,rs931651n00.public_contents
289.68749999999994,5.625000000000001,rs931652n00.public_contents
295.31249999999994,5.625000000000001,rs931653n00.public_contents
300.93749999999994,5.625000000000001,rs931654n00.public_contents
306.56249999999994,5.625000000000001,rs931655n00.public_contents
312.18749999999994,5.625000000000001,rs931656n00.public_contents
317.81249999999994,5.625000000000001,rs931657n00.public_contents
323.43749999999994,5.625000000000001,rs931658n00.public_contents
329.06249999999994,5.625000000000001,rs931659n00.public_contents
334.68749999999994,5.625000000000001,rs931660n00.public_contents
340.31249999999994,5.625000000000001,rs931661n00.public_contents
345.93749999999994,5.625000000000001,rs931662n00.public_contents
351.56249999999994,5.625000000000001,rs931663n00.public_contents
357.18749999999994,5.625000000000001,rs931664n00.public_contents
2.8124999999999996,0.0,rs931701n00.public_contents
8.437499999999998,0.0,rs931702n00.public_contents
14.062499999999998,0.0,rs931703n00.public_contents
19.687499999999996,0.0,rs931704n00.public_contents
25.312499999999996,0.0,rs931705n00.public_contents
30.937499999999996,0.0,rs931706n00.public_contents
36.5625,0.0,rs931707n00.public_contents
42.18749999999999,0.0,rs931708n00.public_contents
47.81249999999999,0.0,rs931709n00.public_contents
53.43749999999999,0.0,rs931710n00.public_contents
59.0625,0.0,rs931711n00.public_contents
64.68749999999999,0.0,rs931712n00.public_contents
70.31249999999999,0.0,rs931713n00.public_contents
75.93749999999999,0.0,rs931714n00.public_contents
81.56249999999999,0.0,rs931715n00.public_contents
87.18749999999999,0.0,rs931716n00.public_contents
92.81249999999999,0.0,rs931717n00.public_contents
98.43749999999999,0.0,rs931718n00.public_contents
104.06249999999999,0.0,rs931719n00.public_contents
109.68749999999999,0.0,rs931720n00.public_contents
115.31249999999999,0.0,rs931721n00.public_contents
120.93749999999999,0.0,rs931722n00.public_contents
126.56249999999999,0.0,rs931723n00.public_contents
132.18749999999997,0.0,rs931724n00.public_contents
137.81249999999997,0.0,rs931725n00.public_contents
143.43749999999997,0.0,rs931726n00.public_contents
149.06249999999997,0.0,rs931727n00.public_contents
154.68749999999997,0.0,rs931728n00.public_contents
160.31249999999997,0.0,rs931729n00.public_contents
165.93749999999997,0.0,rs931730n00.public_contents
171.56249999999997,0.0,rs931731n00.public_contents
177.18749999999997,0.0,rs931732n00.public_contents
182.81249999999997,0.0,rs931733n00.public_contents
188.43749999999997,0.0,rs931734n00.public_contents
194.06249999999997,0.0,rs931735n00.public_contents
199.68749999999997,0.0,rs931736n00.public_contents
205.31249999999997,0.0,rs931737n00.public_contents
210.93749999999997,0.0,rs931738n00.public_contents
216.56249999999997,0.0,rs931739n00.public_contents
222.18749999999997,0.0,rs931740n00.public_contents
227.81249999999997,0.0,rs931741n00.public_contents
233.43749999999997,0.0,rs931742n00.public_contents
239.06249999999997,0.0,rs931743n00.public_contents
244.68749999999997,0.0,rs931744n00.public_contents
250.31249999999997,0.0,rs931745n00.public_contents
255.93749999999997,0.0,rs931746n00.public_contents
261.56249999999994,0.0,rs931747n00.public_contents
267.18749999999994,0.0,rs931748n00.public_contents
272.81249999999994,0.0,rs931749n00.public_contents
278.43749999999994,0.0,rs931750n00.public_contents
284.06249999999994,0.0,rs931751n00.public_contents
289.68749999999994,0.0,rs931752n00.public_contents
295.31249999999994,0.0,rs931753n00.public_contents
300.93749999999994,0.0,rs931754n00.public_contents
306.56249999999994,0.0,rs931755n00.public_contents
312.18749999999994,0.0,rs931756n00.public_contents
317.81249999999994,0.0,rs931757n00.public_contents
323.43749999999994,0.0,rs931758n00.public_contents
329.06249999999994,0.0,rs931759n00.public_contents
334.68749999999994,0.0,rs931760n00.public_contents
340.31249999999994,0.0,rs931761n00.public_contents
345.93749999999994,0.0,rs931762n00.public_contents
351.56249999999994,0.0,rs931763n00.public_contents
357.18749999999994,0.0,rs931764n00.public_contents
2.8124999999999996,-5.625000000000001,rs931801n00.public_contents
8.437499999999998,-5.625000000000001,rs931802n00.public_contents
14.062499999999998,-5.625000000000001,rs931803n00.public_contents
19.687499999999996,-5.625000000000001,rs931804n00.public_contents
25.312499999999996,-5.625000000000001,rs931805n00.public_contents
30.937499999999996,-5.625000000000001,rs931806n00.public_contents
36.5625,-5.625000000000001,rs931807n00.public_contents
42.18749999999999,-5.625000000000001,rs931808n00.public_contents
47.81249999999999,-5.625000000000001,rs931809n00.public_contents
53.43749999999999,-5.625000000000001,rs931810n00.public_contents
59.0625,-5.625000000000001,rs931811n00.public_contents
64.68749999999999,-5.625000000000001,rs931812n00.public_contents
70.31249999999999,-5.625000000000001,rs931813n00.public_contents
75.93749999999999,-5.625000000000001,rs931814n00.public_contents
81.56249999999999,-5.625000000000001,rs931815n00.public_contents
87.18749999999999,-5.625000000000001,rs931816n00.public_contents
92.81249999999999,-5.625000000000001,rs931817n00.public_contents
98.43749999999999,-5.625000000000001,rs931818n00.public_contents
104.06249999999999,-5.625000000000001,rs931819n00.public_contents
109.68749999999999,-5.625000000000001,rs931820n00.public_contents
115.31249999999999,-5.625000000000001,rs931821n00.public_contents
120.93749999999999,-5.625000000000001,rs931822n00.public_contents
126.56249999999999,-5.625000000000001,rs931823n00.public_contents
132.18749999999997,-5.625000000000001,rs931824n00.public_contents
137.81249999999997,-5.625000000000001,rs931825n00.public_contents
143.43749999999997,-5.625000000000001,rs931826n00.public_contents
149.06249999999997,-5.625000000000001,rs931827n00.public_contents
154.68749999999997,-5.625000000000001,rs931828n00.public_contents
160.31249999999997,-5.625000000000001,rs931829n00.public_contents
165.93749999999997,-5.625000000000001,rs931830n00.public_contents
171.56249999999997,-5.625000000000001,rs931831n00.public_contents
177.18749999999997,-5.625000000000001,rs931832n00.public_contents
182.81249999999997,-5.625000000000001,rs931833n00.public_contents
188.43749999999997,-5.625000000000001,rs931834n00.public_contents
194.06249999999997,-5.625000000000001,rs931835n00.public_contents
199.68749999999997,-5.625000000000001,rs931836n00.public_contents
205.31249999999997,-5.625000000000001,rs931837n00.public_contents
210.93749999999997,-5.625000000000001,rs931838n00.public_contents
216.56249999999997,-5.625000000000001,rs931839n00.public_contents
222.18749999999997,-5.625000000000001,rs931840n00.public_contents
227.81249999999997,-5.625000000000001,rs931841n00.public_contents
233.43749999999997,-5.625000000000001,rs931842n00.public_contents
239.06249999999997,-5.625000000000001,rs931843n00.public_contents
244.68749999999997,-5.625000000000001,rs931844n00.public_contents
250.31249999999997,-5.625000000000001,rs931845n00.public_contents
255.93749999999997,-5.625000000000001,rs931846n00.public_contents
261.56249999999994,-5.625000000000001,rs931847n00.public_contents
267.18749999999994,-5.625000000000001,rs931848n00.public_contents
272.81249999999994,-5.625000000000001,rs931849n00.public_contents
278.43749999999994,-5.625000000000001,rs931850n00.public_contents
284.06249999999994,-5.625000000000001,rs931851n00.public_contents
289.68749999999994,-5.625000000000001,rs931852n00.public_contents
295.31249999999994,-5.625000000000001,rs931853n00.public_contents
300.93749999999994,-5.625000000000001,rs931854n00.public_contents
306.56249999999994,-5.625000000000001,rs931855n00.public_contents
312.18749999999994,-5.625000000000001,rs931856n00.public_contents
317.81249999999994,-5.625000000000001,rs931857n00.public_contents
323.43749999999994,-5.625000000000001,rs931858n00.public_contents
329.06249999999994,-5.625000000000001,rs931859n00.public_contents
334.68749999999994,-5.625000000000001,rs931860n00.public_contents
340.31249999999994,-5.625000000000001,rs931861n00.public_contents
345.93749999999994,-5.625000000000001,rs931862n00.public_contents
351.56249999999994,-5.625000000000001,rs931863n00.public_contents
357.18749999999994,-5.625000000000001,rs931864n00.public_contents
2.8124999999999996,-11.25,rs931901n00.public_contents
8.437499999999998,-11.25,rs931902n00.public_contents
14.062499999999998,-11.25,rs931903n00.public_contents
19.687499999999996,-11.25,rs931904n00.public_contents
25.312499999999996,-11.25,rs931905n00.public_contents
30.937499999999996,-11.25,rs931906n00.public_contents
30.937499999999996,-11.25,rs931907n00.public_contents
42.18749999999999,-11.25,rs931908n00.public_contents
47.81249999999999,-11.25,rs931909n00.public_contents
53.43749999999999,-11.25,rs931910n00.public_contents
59.0625,-11.25,rs931911n00.public_contents
64.68749999999999,-11.25,rs931912n00.public_contents
70.31249999999999,-11.25,rs931913n00.public_contents
75.93749999999999,-11.25,rs931914n00.public_contents
81.56249999999999,-11.25,rs931915n00.public_contents
87.18749999999999,-11.25,rs931916n00.public_contents
92.81249999999999,-11.25,rs931917n00.public_contents
98.43749999999999,-11.25,rs931918n00.public_contents
104.06249999999999,-11.25,rs931919n00.public_contents
109.68749999999999,-11.25,rs931920n00.public_contents
115.31249999999999,-11.25,rs931921n00.public_contents
120.93749999999999,-11.25,rs931922n00.public_contents
126.56249999999999,-11.25,rs931923n00.public_contents
132.18749999999997,-11.25,rs931924n00.public_contents
137.81249999999997,-11.25,rs931925n00.public_contents
143.43749999999997,-11.25,rs931926n00.public_contents
149.06249999999997,-11.25,rs931927n00.public_contents
154.68749999999997,-11.25,rs931928n00.public_contents
160.31249999999997,-11.25,rs931929n00.public_contents
165.93749999999997,-11.25,rs931930n00.public_contents
171.56249999999997,-11.25,rs931931n00.public_contents
177.18749999999997,-11.25,rs931932n00.public_contents
182.81249999999997,-11.25,rs931933n00.public_contents
188.43749999999997,-11.25,rs931934n00.public_contents
194.06249999999997,-11.25,rs931935n00.public_contents
199.68749999999997,-11.25,rs931936n00.public_contents
205.31249999999997,-11.25,rs931937n00.public_contents
210.93749999999997,-11.25,rs931938n00.public_contents
216.56249999999997,-11.25,rs931939n00.public_contents
222.18749999999997,-11.25,rs931940n00.public_contents
227.81249999999997,-11.25,rs931941n00.public_contents
233.43749999999997,-11.25,rs931942n00.public_contents
239.06249999999997,-11.25,rs931943n00.public_contents
244.68749999999997,-11.25,rs931944n00.public_contents
250.31249999999997,-11.25,rs931945n00.public_contents
255.93749999999997,-11.25,rs931946n00.public_contents
261.56249999999994,-11.25,rs931947n00.public_contents
267.18749999999994,-11.25,rs931948n00.public_contents
272.81249999999994,-11.25,rs931949n00.public_contents
278.43749999999994,-11.25,rs931950n00.public_contents
284.06249999999994,-11.25,rs931951n00.public_contents
289.68749999999994,-11.25,rs931952n00.public_contents
295.31249999999994,-11.25,rs931953n00.public_contents
300.93749999999994,-11.25,rs931954n00.public_contents
306.56249999999994,-11.25,rs931955n00.public_contents
312.18749999999994,-11.25,rs931956n00.public_contents
317.81249999999994,-11.25,rs931957n00.public_contents
323.43749999999994,-11.25,rs931958n00.public_contents
329.06249999999994,-11.25,rs931959n00.public_contents
334.68749999999994,-11.25,rs931960n00.public_contents
340.31249999999994,-11.25,rs931961n00.public_contents
345.93749999999994,-11.25,rs931962n00.public_contents
351.56249999999994,-11.25,rs931963n00.public_contents
357.18749999999994,-11.25,rs931964n00.public_contents
2.8544583333333327,-16.875,rs932001n00.public_contents
8.570888749999998,-16.875,rs932002n00.public_contents
14.28356958333333,-16.875,rs932003n00.public_contents
19.999999999999996,-16.875,rs932004n00.public_contents
25.71268041666666,-16.875,rs932005n00.public_contents
31.425361249999998,-16.875,rs932006n00.public_contents
37.14179166666666,-16.875,rs932007n00.public_contents
42.85445833333333,-16.875,rs932008n00.public_contents
48.570888749999995,-16.875,rs932009n00.public_contents
54.28356958333333,-16.875,rs932010n00.public_contents
59.99999999999999,-16.875,rs932011n00.public_contents
65.71268041666666,-16.875,rs932012n00.public_contents
71.42536124999998,-16.875,rs932013n00.public_contents
77.14179166666666,-16.875,rs932014n00.public_contents
82.85445833333331,-16.875,rs932015n00.public_contents
88.57088875,-16.875,rs932016n00.public_contents
94.28356958333332,-16.875,rs932017n00.public_contents
99.99999999999999,-16.875,rs932018n00.public_contents
105.71268041666666,-16.875,rs932019n00.public_contents
111.42536124999998,-16.875,rs932020n00.public_contents
117.14179166666665,-16.875,rs932021n00.public_contents
122.85445833333331,-16.875,rs932022n00.public_contents
128.57088875,-16.875,rs932023n00.public_contents
134.2835695833333,-16.875,rs932024n00.public_contents
140.0,-16.875,rs932025n00.public_contents
145.71268041666664,-16.875,rs932026n00.public_contents
151.42536124999998,-16.875,rs932027n00.public_contents
157.14179166666665,-16.875,rs932028n00.public_contents
162.8544583333333,-16.875,rs932029n00.public_contents
168.57088874999997,-16.875,rs932030n00.public_contents
174.2835695833333,-16.875,rs932031n00.public_contents
179.99999999999997,-16.875,rs932032n00.public_contents
185.71268041666664,-16.875,rs932033n00.public_contents
191.42536124999998,-16.875,rs932034n00.public_contents
197.14179166666665,-16.875,rs932035n00.public_contents
202.85445833333333,-16.875,rs932036n00.public_contents
208.57088875,-16.875,rs932037n00.public_contents
214.2835695833333,-16.875,rs932038n00.public_contents
219.99999999999997,-16.875,rs932039n00.public_contents
225.71268041666664,-16.875,rs932040n00.public_contents
231.42536124999995,-16.875,rs932041n00.public_contents
237.14179166666665,-16.875,rs932042n00.public_contents
242.85445833333333,-16.875,rs932043n00.public_contents
248.57088875,-16.875,rs932044n00.public_contents
254.28356958333327,-16.875,rs932045n00.public_contents
259.99999999999994,-16.875,rs932046n00.public_contents
265.7126804166667,-16.875,rs932047n00.public_contents
271.4253612499999,-16.875,rs932048n00.public_contents
277.1417916666666,-16.875,rs932049n00.public_contents
282.85445833333335,-16.875,rs932050n00.public_contents
288.57088875,-16.875,rs932051n00.public_contents
294.2835695833333,-16.875,rs932052n00.public_contents
299.99999999999994,-16.875,rs932053n00.public_contents
305.7126804166667,-16.875,rs932054n00.public_contents
311.42536125,-16.875,rs932055n00.public_contents
317.1417916666666,-16.875,rs932056n00.public_contents
322.8544583333333,-16.875,rs932057n00.public_contents
328.57088875,-16.875,rs932058n00.public_contents
334.2835695833333,-16.875,rs932059n00.public_contents
340.0,-16.875,rs932060n00.public_contents
345.7126804166667,-16.875,rs932061n00.public_contents
351.42536125,-16.875,rs932062n00.public_contents
357.1417916666666,-16.875,rs932063n00.public_contents
2.950083333333333,-22.5,rs932101n00.public_contents
8.85025,-22.5,rs932102n00.public_contents
14.754166666666665,-22.5,rs932103n00.public_contents
20.654319583333333,-22.5,rs932104n00.public_contents
26.554486249999993,-22.5,rs932105n00.public_contents
32.458402916666664,-22.5,rs932106n00.public_contents
38.35856958333333,-22.5,rs932107n00.public_contents
44.25873625,-22.5,rs932108n00.public_contents
50.16263875,-22.5,rs932109n00.public_contents
56.06280541666666,-22.5,rs932110n00.public_contents
61.966722083333316,-22.5,rs932111n00.public_contents
67.86688874999999,-22.5,rs932112n00.public_contents
73.76705541666665,-22.5,rs932113n00.public_contents
79.67095833333333,-22.5,rs932114n00.public_contents
85.571125,-22.5,rs932115n00.public_contents
91.47504166666666,-22.5,rs932116n00.public_contents
97.37520833333333,-22.5,rs932117n00.public_contents
103.27537499999998,-22.5,rs932118n00.public_contents
109.17927791666665,-22.5,rs932119n00.public_contents
115.07944458333333,-22.5,rs932120n00.public_contents
120.98336125,-22.5,rs932121n00.public_contents
126.88352791666664,-22.5,rs932122n00.public_contents
132.7836945833333,-22.5,rs932123n00.public_contents
138.68759708333332,-22.5,rs932124n00.public_contents
144.58776374999997,-22.5,rs932125n00.public_contents
150.49168041666667,-22.5,rs932126n00.public_contents
156.39184708333332,-22.5,rs932127n00.public_contents
162.29201374999997,-22.5,rs932128n00.public_contents
168.19591666666665,-22.5,rs932129n00.public_contents
174.09608333333333,-22.5,rs932130n00.public_contents
179.99999999999997,-22.5,rs932131n00.public_contents
185.90016666666665,-22.5,rs932132n00.public_contents
191.80033333333333,-22.5,rs932133n00.public_contents
197.70423624999995,-22.5,rs932134n00.public_contents
203.60440291666663,-22.5,rs932135n00.public_contents
209.5045695833333,-22.5,rs932136n00.public_contents
215.40848624999995,-22.5,rs932137n00.public_contents
221.30865291666663,-22.5,rs932138n00.public_contents
227.21255541666662,-22.5,rs932139n00.public_contents
233.1127220833333,-22.5,rs932140n00.public_contents
239.01288874999997,-22.5,rs932141n00.public_contents
244.91680541666662,-22.5,rs932142n00.public_contents
250.8169720833333,-22.5,rs932143n00.public_contents
256.720875,-22.5,rs932144n00.public_contents
262.62104166666666,-22.5,rs932145n00.public_contents
268.5212083333333,-22.5,rs932146n00.public_contents
274.425125,-22.5,rs932147n00.public_contents
280.3252916666666,-22.5,rs932148n00.public_contents
286.2291945833333,-22.5,rs932149n00.public_contents
292.12936124999993,-22.5,rs932150n00.public_contents
298.0295279166666,-22.5,rs932151n00.public_contents
303.9334445833333,-22.5,rs932152n00.public_contents
309.83361124999993,-22.5,rs932153n00.public_contents
315.73751375,-22.5,rs932154n00.public_contents
321.6376804166666,-22.5,rs932155n00.public_contents
327.5378470833333,-22.5,rs932156n00.public_contents
333.44176374999995,-22.5,rs932157n00.public_contents
339.3419304166666,-22.5,rs932158n00.public_contents
345.24583333333334,-22.5,rs932159n00.public_contents
351.14599999999996,-22.5,rs932160n00.public_contents
357.04616666666664,-22.5,rs932161n00.public_contents
